host_s,frame,x_ticks,x_vel_ticks_s,theta_rad,theta_vel_rad_s,u,captured,running,rail_blocked
0.4229,52697,330,0.0,50.2641,-0.145,0.0000,0,0,0
0.4229,52698,330,0.0,50.2656,0.081,0.0000,0,0,0
0.4431,52699,330,0.0,50.2641,0.040,0.0000,0,0,0
0.4431,52700,330,0.0,50.2656,-0.018,0.0000,0,0,0
0.4431,52701,330,0.0,50.2656,0.029,0.0000,0,0,0
0.4432,52702,330,0.0,50.2641,-0.024,0.0000,0,0,0
0.4633,52703,330,0.0,50.2656,0.026,0.0000,0,0,0
0.4633,52704,330,0.0,50.2641,-0.017,0.0000,0,0,0
0.4633,52705,330,0.0,50.2748,0.175,0.0000,0,0,0
0.4834,52706,330,0.0,50.2625,0.057,0.0000,0,0,0
0.4834,52707,330,0.0,50.2625,-0.033,0.0000,0,0,0
0.4834,52708,330,0.0,50.2641,-0.016,0.0000,0,0,0
0.4834,52709,330,0.0,50.2625,-0.315,0.0000,0,0,0
0.5035,52710,330,0.0,50.2656,-0.081,0.0000,0,0,0
0.5036,52711,330,0.0,50.2641,-0.002,0.0000,0,0,0
0.5036,52712,330,0.0,50.2641,-0.001,0.0000,0,0,0
0.5036,52713,330,0.0,50.2671,0.114,0.0000,0,0,0
0.5237,52714,330,0.0,50.2656,0.057,0.0000,0,0,0
0.5237,52715,330,0.0,50.2656,0.067,0.0000,0,0,0
0.5237,52716,330,0.0,50.2641,0.033,0.0000,0,0,0
0.5238,52717,330,0.0,50.2625,-0.098,0.0000,0,0,0
0.5439,52718,330,0.0,50.2656,-0.049,0.0000,0,0,0
0.5440,52719,330,0.0,50.2641,-0.063,0.0000,0,0,0
0.5440,52720,330,0.0,50.2610,-0.093,0.0000,0,0,0
0.5641,52721,330,0.0,50.2641,-0.016,0.0000,0,0,0
0.5641,52722,330,0.0,50.2487,-0.345,0.0000,0,0,0
0.5641,52723,330,0.0,50.2641,-0.173,0.0000,0,0,0
0.5641,52724,330,0.0,50.2671,0.067,0.0000,0,0,0
0.5843,52725,330,0.0,50.2641,0.034,0.0000,0,0,0
0.5843,52726,330,0.0,50.2671,0.477,0.0000,0,0,0
0.5843,52727,330,0.0,50.2641,0.238,0.0000,0,0,0
0.5843,52728,330,0.0,50.2671,0.119,0.0000,0,0,0
0.6045,52729,330,0.0,50.2641,0.060,0.0000,0,0,0
0.6046,52730,330,0.0,50.2641,-0.047,0.0000,0,0,0
0.6046,52731,330,0.0,50.2656,0.015,0.0000,0,0,0
0.6046,52732,330,0.0,50.2610,-0.146,0.0000,0,0,0
0.6249,52733,330,0.0,50.2656,-0.035,0.0000,0,0,0
0.6250,52734,330,0.0,50.2702,0.136,0.0000,0,0,0
0.6250,52735,330,0.0,50.2641,0.030,0.0000,0,0,0
0.6452,52736,330,0.0,50.2641,0.076,0.0000,0,0,0
0.6452,52737,330,0.0,50.2595,-0.085,0.0000,0,0,0
0.6453,52738,330,0.0,50.2656,-0.134,0.0000,0,0,0
0.6453,52739,330,0.0,50.2656,-0.036,0.0000,0,0,0
0.6453,52740,330,0.0,50.2656,0.020,0.0000,0,0,0
0.6654,52741,330,0.0,50.2656,0.163,0.0000,0,0,0
0.6654,52742,330,0.0,50.2641,0.043,0.0000,0,0,0
0.6654,52743,330,0.0,50.2641,-0.017,0.0000,0,0,0
0.6654,52744,330,0.0,50.2641,-0.047,0.0000,0,0,0
0.6856,52745,330,0.0,50.2625,-0.100,0.0000,0,0,0
0.6857,52746,330,0.0,50.2656,-0.012,0.0000,0,0,0
0.6857,52747,330,0.0,50.2656,0.033,0.0000,0,0,0
0.6857,52748,330,0.0,50.2641,0.016,0.0000,0,0,0
0.7058,52749,330,0.0,50.2625,0.008,0.0000,0,0,0
0.7058,52750,330,0.0,50.2656,0.004,0.0000,0,0,0
0.7058,52751,330,0.0,50.2549,-0.266,0.0000,0,0,0
0.7259,52752,330,0.0,50.2625,-0.164,0.0000,0,0,0
0.7259,52753,330,0.0,50.2641,-0.051,0.0000,0,0,0
0.7260,52754,330,0.0,50.2656,-0.026,0.0000,0,0,0
0.7260,52755,330,0.0,50.2641,0.171,0.0000,0,0,0
0.7461,52756,330,0.0,50.2656,0.162,0.0000,0,0,0
0.7461,52757,330,0.0,50.2641,0.081,0.0000,0,0,0
0.7461,52758,330,0.0,50.2656,0.041,0.0000,0,0,0
0.7461,52759,330,0.0,50.2656,0.059,0.0000,0,0,0
0.7663,52760,330,0.0,50.2625,-0.047,0.0000,0,0,0
0.7663,52761,330,0.0,50.2656,0.015,0.0000,0,0,0
0.7663,52762,330,0.0,50.2717,0.161,0.0000,0,0,0
0.7663,52763,330,0.0,50.2656,0.080,0.0000,0,0,0
0.7864,52764,330,0.0,50.2518,-0.228,0.0000,0,0,0
0.7865,52765,330,0.0,50.2656,-0.114,0.0000,0,0,0
0.7865,52766,330,0.0,50.2533,-0.517,0.0000,0,0,0
0.7865,52767,330,0.0,50.2625,-0.335,0.0000,0,0,0
0.8066,52768,330,0.0,50.2656,0.108,0.0000,0,0,0
0.8066,52769,330,0.0,50.2656,0.054,0.0000,0,0,0
0.8066,52770,330,0.0,50.2656,0.273,0.0000,0,0,0
0.8267,52771,330,0.0,50.2656,0.198,0.0000,0,0,0
0.8267,52772,330,0.0,50.2641,0.060,0.0000,0,0,0
0.8267,52773,330,0.0,50.2656,0.030,0.0000,0,0,0
0.8267,52774,330,0.0,50.2671,0.053,0.0000,0,0,0
0.8469,52775,330,0.0,50.2625,-0.050,0.0000,0,0,0
0.8469,52776,330,0.0,50.2656,0.013,0.0000,0,0,0
0.8469,52777,330,0.0,50.2671,0.045,0.0000,0,0,0
0.8469,52778,330,0.0,50.2641,-0.054,0.0000,0,0,0
0.8671,52779,330,0.0,50.2487,-0.372,0.0000,0,0,0
0.8671,52780,330,0.0,50.2656,-0.186,0.0000,0,0,0
0.8671,52781,330,0.0,50.2641,-0.170,0.0000,0,0,0
0.8671,52782,330,0.0,50.2641,-0.085,0.0000,0,0,0
0.8872,52783,330,0.0,50.2641,0.341,0.0000,0,0,0
0.8872,52784,330,0.0,50.2671,0.201,0.0000,0,0,0
0.8873,52785,330,0.0,50.2641,0.101,0.0000,0,0,0
0.9074,52786,330,0.0,50.2733,0.234,0.0000,0,0,0
0.9074,52787,330,0.0,50.2656,0.148,0.0000,0,0,0
0.9074,52788,330,0.0,50.2671,0.074,0.0000,0,0,0
0.9074,52789,330,0.0,50.2641,0.037,0.0000,0,0,0
0.9276,52790,330,0.0,50.2641,-0.212,0.0000,0,0,0
0.9276,52791,330,0.0,50.2625,-0.182,0.0000,0,0,0
0.9276,52792,330,0.0,50.2472,-0.590,0.0000,0,0,0
0.9276,52793,330,0.0,50.2641,-0.295,0.0000,0,0,0
0.9477,52794,330,0.0,50.2625,-0.186,0.0000,0,0,0
0.9477,52795,330,0.0,50.2641,-0.055,0.0000,0,0,0
0.9477,52796,330,0.0,50.2656,0.433,0.0000,0,0,0
0.9477,52797,330,0.0,50.2641,0.216,0.0000,0,0,0
0.9678,52798,330,0.0,50.2656,0.185,0.0000,0,0,0
0.9679,52799,330,0.0,50.2656,0.131,0.0000,0,0,0
0.9679,52800,330,0.0,50.2656,0.065,0.0000,0,0,0
0.9880,52801,330,0.0,50.2656,0.063,0.0000,0,0,0
0.9880,52802,330,0.0,50.2656,0.032,0.0000,0,0,0
0.9880,52803,330,0.0,50.2641,-0.015,0.0000,0,0,0
0.9880,52804,330,0.0,50.2641,-0.046,0.0000,0,0,0
1.0081,52805,330,0.0,50.2656,-0.023,0.0000,0,0,0
1.0082,52806,330,0.0,50.2625,-0.088,0.0000,0,0,0
1.0082,52807,330,0.0,50.2656,-0.006,0.0000,0,0,0
1.0082,52808,330,0.0,50.2641,-0.003,0.0000,0,0,0
1.0283,52809,330,0.0,50.2656,-0.001,0.0000,0,0,0
1.0283,52810,330,0.0,50.2656,0.076,0.0000,0,0,0
1.0284,52811,330,0.0,50.2625,-0.039,0.0000,0,0,0
1.0284,52812,330,0.0,50.2641,-0.019,0.0000,0,0,0
1.0485,52813,330,0.0,50.2671,0.029,0.0000,0,0,0
1.0485,52814,330,0.0,50.2656,0.014,0.0000,0,0,0
1.0485,52815,330,0.0,50.2579,-0.108,0.0000,0,0,0
1.0686,52816,330,0.0,50.2687,0.038,0.0000,0,0,0
1.0687,52817,330,0.0,50.2625,-0.073,0.0000,0,0,0
1.0687,52818,330,0.0,50.2656,-0.036,0.0000,0,0,0
1.0687,52819,330,0.0,50.2625,0.074,0.0000,0,0,0
1.0888,52820,330,0.0,50.2641,-0.078,0.0000,0,0,0
1.0888,52821,330,0.0,50.2641,-0.001,0.0000,0,0,0
1.0888,52822,330,0.0,50.2687,0.076,0.0000,0,0,0
1.0888,52823,330,0.0,50.2641,0.076,0.0000,0,0,0
1.1091,52824,330,0.0,50.2671,0.115,0.0000,0,0,0
1.1092,52825,330,0.0,50.2671,0.134,0.0000,0,0,0
1.1092,52826,330,0.0,50.2641,-0.048,0.0000,0,0,0
1.1092,52827,330,0.0,50.2671,0.053,0.0000,0,0,0
1.1293,52828,330,0.0,50.2610,-0.127,0.0000,0,0,0
1.1293,52829,330,0.0,50.2641,-0.140,0.0000,0,0,0
1.1293,52830,330,0.0,50.2641,-0.070,0.0000,0,0,0
1.1293,52831,330,0.0,50.2656,-0.073,0.0000,0,0,0
1.1495,52832,330,0.0,50.2656,0.055,0.0000,0,0,0
1.1496,52833,330,0.0,50.2656,0.058,0.0000,0,0,0
1.1496,52834,330,0.0,50.2641,0.029,0.0000,0,0,0
1.1697,52835,330,0.0,50.2794,0.291,0.0000,0,0,0
1.1697,52836,330,0.0,50.2641,0.107,0.0000,0,0,0
1.1697,52837,330,0.0,50.2687,0.130,0.0000,0,0,0
1.1697,52838,330,0.0,50.2656,0.103,0.0000,0,0,0
1.1697,52839,330,0.0,50.2641,-0.332,0.0000,0,0,0
1.1899,52840,330,0.0,50.2641,-0.166,0.0000,0,0,0
1.1899,52841,330,0.0,50.2641,-0.198,0.0000,0,0,0
1.1899,52842,330,0.0,50.2641,-0.137,0.0000,0,0,0
1.1899,52843,330,0.0,50.2656,-0.030,0.0000,0,0,0
1.2101,52844,330,0.0,50.2656,0.023,0.0000,0,0,0
1.2102,52845,330,0.0,50.2671,0.088,0.0000,0,0,0
1.2102,52846,330,0.0,50.2641,0.044,0.0000,0,0,0
1.2102,52847,330,0.0,50.2656,0.022,0.0000,0,0,0
1.2303,52848,330,0.0,50.2595,-0.112,0.0000,0,0,0
1.2303,52849,330,0.0,50.2671,-0.056,0.0000,0,0,0
1.2303,52850,330,0.0,50.2641,-0.028,0.0000,0,0,0
1.2505,52851,330,0.0,50.2641,-0.044,0.0000,0,0,0
1.2505,52852,330,0.0,50.2518,-0.214,0.0000,0,0,0
1.2505,52853,330,0.0,50.2610,-0.260,0.0000,0,0,0
1.2505,52854,330,0.0,50.2656,-0.092,0.0000,0,0,0
1.2707,52855,330,0.0,50.2641,-0.046,0.0000,0,0,0
1.2707,52856,330,0.0,50.2656,0.322,0.0000,0,0,0
1.2707,52857,330,0.0,50.2641,0.238,0.0000,0,0,0
1.2707,52858,330,0.0,50.2656,0.119,0.0000,0,0,0
1.2909,52859,330,0.0,50.2656,0.098,0.0000,0,0,0
1.2909,52860,330,0.0,50.2717,0.202,0.0000,0,0,0
1.2909,52861,330,0.0,50.2656,0.139,0.0000,0,0,0
1.2909,52862,330,0.0,50.2625,-0.007,0.0000,0,0,0
1.3111,52863,330,0.0,50.2656,-0.003,0.0000,0,0,0
1.3112,52864,330,0.0,50.2656,-0.124,0.0000,0,0,0
1.3112,52865,330,0.0,50.2641,-0.093,0.0000,0,0,0
1.3313,52866,330,0.0,50.2656,0.015,0.0000,0,0,0
1.3313,52867,330,0.0,50.2671,0.038,0.0000,0,0,0
1.3313,52868,330,0.0,50.2641,-0.019,0.0000,0,0,0
1.3313,52869,330,0.0,50.2656,0.029,0.0000,0,0,0
1.3515,52870,330,0.0,50.2656,0.014,0.0000,0,0,0
1.3515,52871,330,0.0,50.2641,-0.070,0.0000,0,0,0
1.3515,52872,330,0.0,50.2641,-0.035,0.0000,0,0,0
1.3515,52873,330,0.0,50.2610,-0.132,0.0000,0,0,0
1.3717,52874,330,0.0,50.2656,-0.066,0.0000,0,0,0
1.3717,52875,330,0.0,50.2564,-0.225,0.0000,0,0,0
1.3717,52876,330,0.0,50.2564,-0.304,0.0000,0,0,0
1.3717,52877,330,0.0,50.2641,-0.075,0.0000,0,0,0
1.3918,52878,330,0.0,50.2610,-0.153,0.0000,0,0,0
1.3918,52879,330,0.0,50.2656,0.154,0.0000,0,0,0
1.3919,52880,330,0.0,50.2641,0.230,0.0000,0,0,0
1.4120,52881,330,0.0,50.2656,0.146,0.0000,0,0,0
1.4120,52882,330,0.0,50.2687,0.226,0.0000,0,0,0
1.4120,52883,330,0.0,50.2687,0.174,0.0000,0,0,0
1.4120,52884,330,0.0,50.2656,0.126,0.0000,0,0,0
1.4322,52885,330,0.0,50.2671,0.101,0.0000,0,0,0
1.4322,52886,330,0.0,50.2656,-0.026,0.0000,0,0,0
1.4322,52887,330,0.0,50.2641,-0.128,0.0000,0,0,0
1.4322,52888,330,0.0,50.2641,-0.102,0.0000,0,0,0
1.4524,52889,330,0.0,50.2641,-0.128,0.0000,0,0,0
1.4524,52890,330,0.0,50.2671,-0.026,0.0000,0,0,0
1.4524,52891,330,0.0,50.2641,-0.013,0.0000,0,0,0
1.4524,52892,330,0.0,50.2641,-0.006,0.0000,0,0,0
1.4725,52893,330,0.0,50.2671,0.073,0.0000,0,0,0
1.4726,52894,330,0.0,50.2641,-0.040,0.0000,0,0,0
1.4726,52895,330,0.0,50.2656,0.018,0.0000,0,0,0
1.4927,52896,330,0.0,50.2641,0.009,0.0000,0,0,0
1.4927,52897,330,0.0,50.2656,-0.026,0.0000,0,0,0
1.4927,52898,330,0.0,50.2625,-0.044,0.0000,0,0,0
1.4927,52899,330,0.0,50.2656,-0.022,0.0000,0,0,0
1.5129,52900,330,0.0,50.2641,-0.011,0.0000,0,0,0
1.5130,52901,330,0.0,50.2641,-0.044,0.0000,0,0,0
1.5130,52902,330,0.0,50.2656,0.055,0.0000,0,0,0
1.5130,52903,330,0.0,50.2671,0.066,0.0000,0,0,0
1.5331,52904,330,0.0,50.2641,0.033,0.0000,0,0,0
1.5331,52905,330,0.0,50.2641,0.016,0.0000,0,0,0
1.5331,52906,330,0.0,50.2641,-0.030,0.0000,0,0,0
1.5331,52907,330,0.0,50.2641,-0.092,0.0000,0,0,0
1.5533,52908,330,0.0,50.2579,-0.199,0.0000,0,0,0
1.5533,52909,330,0.0,50.2641,-0.100,0.0000,0,0,0
1.5533,52910,330,0.0,50.2625,-0.088,0.0000,0,0,0
1.5533,52911,330,0.0,50.2641,-0.044,0.0000,0,0,0
1.5734,52912,330,0.0,50.2656,0.131,0.0000,0,0,0
1.5734,52913,330,0.0,50.2671,0.127,0.0000,0,0,0
1.5734,52914,330,0.0,50.2641,0.094,0.0000,0,0,0
1.5936,52915,330,0.0,50.2687,0.139,0.0000,0,0,0
1.5936,52916,330,0.0,50.2641,0.031,0.0000,0,0,0
1.5936,52917,330,0.0,50.2641,-0.061,0.0000,0,0,0
1.5936,52918,330,0.0,50.2641,-0.031,0.0000,0,0,0
1.6137,52919,330,0.0,50.2641,-0.130,0.0000,0,0,0
1.6137,52920,330,0.0,50.2656,-0.027,0.0000,0,0,0
1.6138,52921,330,0.0,50.2610,-0.090,0.0000,0,0,0
1.6138,52922,330,0.0,50.2641,-0.045,0.0000,0,0,0
1.6339,52923,330,0.0,50.2656,0.016,0.0000,0,0,0
1.6340,52924,330,0.0,50.2656,0.008,0.0000,0,0,0
1.6340,52925,330,0.0,50.2641,0.081,0.0000,0,0,0
1.6340,52926,330,0.0,50.2641,0.040,0.0000,0,0,0
1.6541,52927,330,0.0,50.2641,-0.018,0.0000,0,0,0
1.6541,52928,330,0.0,50.2641,-0.040,0.0000,0,0,0
1.6541,52929,330,0.0,50.2671,0.041,0.0000,0,0,0
1.6744,52930,330,0.0,50.2533,-0.194,0.0000,0,0,0
1.6744,52931,330,0.0,50.2656,-0.066,0.0000,0,0,0
1.6744,52932,330,0.0,50.2641,-0.033,0.0000,0,0,0
1.6744,52933,330,0.0,50.2656,-0.055,0.0000,0,0,0
1.6945,52934,330,0.0,50.2656,0.279,0.0000,0,0,0
1.6946,52935,330,0.0,50.2641,0.101,0.0000,0,0,0
1.6946,52936,330,0.0,50.2656,0.089,0.0000,0,0,0
1.6946,52937,330,0.0,50.2625,-0.032,0.0000,0,0,0
1.6946,52938,330,0.0,50.2579,-0.208,0.0000,0,0,0
1.7147,52939,330,0.0,50.2656,-0.065,0.0000,0,0,0
1.7147,52940,330,0.0,50.2656,-0.033,0.0000,0,0,0
1.7147,52941,330,0.0,50.2625,-0.016,0.0000,0,0,0
1.7147,52942,330,0.0,50.2656,0.184,0.0000,0,0,0
1.7348,52943,330,0.0,50.2625,0.015,0.0000,0,0,0
1.7349,52944,330,0.0,50.2641,-0.023,0.0000,0,0,0
1.7349,52945,330,0.0,50.2718,0.173,0.0000,0,0,0
1.7550,52946,330,0.0,50.2641,0.056,0.0000,0,0,0
1.7551,52947,330,0.0,50.2610,-0.003,0.0000,0,0,0
1.7551,52948,330,0.0,50.2656,0.037,0.0000,0,0,0
1.7551,52949,330,0.0,50.2641,-0.173,0.0000,0,0,0
1.7753,52950,330,0.0,50.2656,-0.048,0.0000,0,0,0
1.7753,52951,330,0.0,50.2641,0.053,0.0000,0,0,0
1.7753,52952,330,0.0,50.2656,0.026,0.0000,0,0,0
1.7753,52953,330,0.0,50.2656,0.051,0.0000,0,0,0
1.7954,52954,330,0.0,50.2671,0.064,0.0000,0,0,0
1.7954,52955,330,0.0,50.2625,-0.006,0.0000,0,0,0
1.7955,52956,330,0.0,50.2641,-0.041,0.0000,0,0,0
1.7955,52957,330,0.0,50.2641,-0.059,0.0000,0,0,0
1.8156,52958,330,0.0,50.2625,-0.145,0.0000,0,0,0
1.8157,52959,330,0.0,50.2549,-0.264,0.0000,0,0,0
1.8157,52960,330,0.0,50.2656,-0.101,0.0000,0,0,0
1.8358,52961,330,0.0,50.2641,-0.051,0.0000,0,0,0
1.8358,52962,330,0.0,50.2641,0.005,0.0000,0,0,0
1.8358,52963,330,0.0,50.2656,0.217,0.0000,0,0,0
1.8358,52964,330,0.0,50.2656,0.109,0.0000,0,0,0
1.8559,52965,330,0.0,50.2641,0.054,0.0000,0,0,0
1.8560,52966,330,0.0,50.2641,0.027,0.0000,0,0,0
1.8560,52967,330,0.0,50.2656,0.014,0.0000,0,0,0
1.8560,52968,330,0.0,50.2595,-0.147,0.0000,0,0,0
1.8762,52969,330,0.0,50.2641,-0.073,0.0000,0,0,0
1.8763,52970,330,0.0,50.2625,-0.075,0.0000,0,0,0
1.8763,52971,330,0.0,50.2641,-0.076,0.0000,0,0,0
1.8763,52972,330,0.0,50.2656,0.115,0.0000,0,0,0
1.8964,52973,330,0.0,50.2641,0.058,0.0000,0,0,0
1.8964,52974,330,0.0,50.2702,0.221,0.0000,0,0,0
1.8964,52975,330,0.0,50.2610,0.034,0.0000,0,0,0
1.9165,52976,330,0.0,50.2641,-0.014,0.0000,0,0,0
1.9166,52977,330,0.0,50.2625,-0.038,0.0000,0,0,0
1.9166,52978,330,0.0,50.2625,-0.172,0.0000,0,0,0
1.9166,52979,330,0.0,50.2625,-0.055,0.0000,0,0,0
1.9367,52980,330,0.0,50.2656,0.011,0.0000,0,0,0
1.9367,52981,330,0.0,50.2610,-0.033,0.0000,0,0,0
1.9367,52982,330,0.0,50.2656,0.060,0.0000,0,0,0
1.9367,52983,330,0.0,50.2656,0.107,0.0000,0,0,0
1.9568,52984,330,0.0,50.2671,0.092,0.0000,0,0,0
1.9568,52985,330,0.0,50.2625,0.084,0.0000,0,0,0
1.9569,52986,330,0.0,50.2641,0.004,0.0000,0,0,0
1.9569,52987,330,0.0,50.2641,-0.036,0.0000,0,0,0
1.9770,52988,330,0.0,50.2641,-0.095,0.0000,0,0,0
1.9770,52989,330,0.0,50.2533,-0.278,0.0000,0,0,0
1.9770,52990,330,0.0,50.2641,-0.139,0.0000,0,0,0
1.9770,52991,330,0.0,50.2564,-0.261,0.0000,0,0,0
1.9971,52992,330,0.0,50.2625,-0.161,0.0000,0,0,0
1.9971,52993,330,0.0,50.2641,0.134,0.0000,0,0,0
1.9971,52994,330,0.0,50.2656,0.098,0.0000,0,0,0
2.0173,52995,330,0.0,50.2656,0.233,0.0000,0,0,0
2.0173,52996,330,0.0,50.2717,0.346,0.0000,0,0,0
2.0173,52997,330,0.0,50.2641,0.173,0.0000,0,0,0
2.0173,52998,330,0.0,50.2610,-0.029,0.0000,0,0,0
2.0374,52999,330,0.0,50.2641,-0.053,0.0000,0,0,0
2.0375,53000,330,0.0,50.2610,-0.295,0.0000,0,0,0
2.0375,53001,330,0.0,50.2641,-0.147,0.0000,0,0,0
2.0375,53002,330,0.0,50.2656,0.041,0.0000,0,0,0
2.0576,53003,330,0.0,50.2656,0.059,0.0000,0,0,0
2.0576,53004,330,0.0,50.2687,0.221,0.0000,0,0,0
2.0576,53005,330,0.0,50.2656,0.149,0.0000,0,0,0
2.0576,53006,330,0.0,50.2702,0.189,0.0000,0,0,0
2.0777,53007,330,0.0,50.2671,0.133,0.0000,0,0,0
2.0777,53008,330,0.0,50.2656,0.005,0.0000,0,0,0
2.0777,53009,330,0.0,50.2625,-0.059,0.0000,0,0,0
2.0978,53010,330,0.0,50.2641,-0.152,0.0000,0,0,0
2.0978,53011,330,0.0,50.2472,-0.475,0.0000,0,0,0
2.0978,53012,330,0.0,50.2641,-0.276,0.0000,0,0,0
2.0978,53013,330,0.0,50.2656,-0.061,0.0000,0,0,0
2.1180,53014,330,0.0,50.2641,-0.031,0.0000,0,0,0
2.1180,53015,330,0.0,50.2641,0.407,0.0000,0,0,0
2.1180,53016,330,0.0,50.2656,0.242,0.0000,0,0,0
